id,sentenceId,policyId,appId
3625,"If we become aware that we have collected Personal Data from children without verification of parental consent, we take steps to remove that information from our servers.",1,com.happybaby.app
3626,"We will collect the personal information of the user's public, only when they voluntarily through our services to make such information to us.",1,com.hero7apps.fruitjuicejam
3627,We may collect information about the user's non-personally identifiable information when they are concerned about our services.,7,com.hero7apps.fruitjuicejam
3628,"Users can also send e-mails to us by uninstalling our services later, or simply exit these communications.",4,com.hero7apps.fruitjuicejam
3629,"In addition, the Application may collect certain information automatically, including, but not limited to, the type of mobile device you use, your mobile devices unique device ID, the IP address of your mobile device, your mobile operating system, the type of mobile Internet browsers you use, and information about the way you use the Application.",14,com.gaman.tutorialesdemaquillaje
3630,"In addition, the Application may collect certain information automatically, including, but not limited to, the type of mobile device you use, your mobile devices unique device ID, the IP address of your mobile device, your mobile operating system, the type of mobile Internet browsers you use, and information about the way you use the Application.",6,com.gaman.tutorialesdemaquillaje
3631,Does the Application collect precise real time location information of the device?,18,com.gaman.tutorialesdemaquillaje
3632,This Application does not collect precise information about the location of your mobile device.,56,com.gaman.tutorialesdemaquillaje
3633,"This Privacy Notice will help you understand what personal data we collect about you, why we collect it, how we process it and when we delete it.",1,air.com.innogames.staemme
3634,"As a matter of principle, InnoGames will not disclose personal data to third parties without your consent, unless there is a specific legal basis of doing so.",2,air.com.innogames.staemme
3635,"With your consent, we collect your e-mail to provide you with newsletters, and manage and analyze their delivery.",4,air.com.innogames.staemme
3636,We store your e-mail for the purpose of sending you newsletters for as long as you are a newsletter subscriber.,4,air.com.innogames.staemme
3637,We (and our authorized third parties) may use non-personal information from both permanent cookies and session cookies for statistical purposes as follows to determine which are the most popular parts of our Services.,7,air.com.innogames.staemme
3638,We (and our authorized third parties) may use non-personal information from both permanent cookies and session cookies for statistical purposes as follows to monitor the use of our website (frequency and time).,7,air.com.innogames.staemme
3639,We (and our authorized third parties) may use non-personal information from both permanent cookies and session cookies for statistical purposes as follows to provide anonymous information to third parties so that more appropriate advertising can be directed at you.,7,air.com.innogames.staemme
3640,We (and our authorized third parties) may use non-personal information from both permanent cookies and session cookies for statistical purposes as follows to track product success.,7,air.com.innogames.staemme
3641,We (and our authorized third parties) may use non-personal information from both permanent cookies and session cookies for statistical purposes as follows to determine how frequently you and other users visit our Services and your interaction in our games.,7,air.com.innogames.staemme
3642,"Through the link, we automatically receive personal data from the external service.",1,air.com.innogames.staemme
3643,When using Sign-in with Apple you can additionally choose whether we receive your actual email address or a randomly generated email address that links to your account.,4,air.com.innogames.staemme
3644,"The third-party advertising companies may collect and use some of your personal information, including but not limited to IP address, geo location, and language settings to offer you personalized ads, but also to know if you clicked on and watched the video ad. Non-personally identifiable information to manage and measure the delivery of advertising within that game can be collected, including the number of times the same advertisement is served and viewed.",31,air.com.innogames.staemme
3645,"The third-party advertising companies may collect and use some of your personal information, including but not limited to IP address, geo location, and language settings to offer you personalized ads, but also to know if you clicked on and watched the video ad. Non-personally identifiable information to manage and measure the delivery of advertising within that game can be collected, including the number of times the same advertisement is served and viewed.",64,air.com.innogames.staemme
3646,"The third-party advertising companies may collect and use some of your personal information, including but not limited to IP address, geo location, and language settings to offer you personalized ads, but also to know if you clicked on and watched the video ad. Non-personally identifiable information to manage and measure the delivery of advertising within that game can be collected, including the number of times the same advertisement is served and viewed.",38,air.com.innogames.staemme
3647,"We can receive your personal data from a Group Company, or a potential seller in which case the same recipients can apply.",1,air.com.innogames.staemme
3648,"The personal data is stored by us according to the applicable retention periods of this privacy policy (e.g., the retention period for your account data).",1,air.com.innogames.staemme
3649,"If such processing exists, you can request that we provide you with the following information: Where possible, the planned storage duration of your personal data or, if not possible, the criteria for determining the storage duration.",1,air.com.innogames.staemme
3650,We may share personal information with third parties for certain purposes.,2,air.com.innogames.staemme
3651,We may share personal information with third parties for certain purposes.,1,air.com.innogames.staemme
3652,"For example, we share personal information with affiliated Brands & Companies: We may share your personal information with our affiliated brands and companies, which are entities under common ownership or control with us.",2,air.com.innogames.staemme
3653,"For example, we share personal information with affiliated Brands & Companies: We may share your personal information with our affiliated brands and companies, which are entities under common ownership or control with us.",1,air.com.innogames.staemme
3654,"For example, we share personal information with service Providers: We engage service providers to help us with various aspects of our business operations.",2,air.com.innogames.staemme
3655,"For example, we share personal information with service Providers: We engage service providers to help us with various aspects of our business operations.",1,air.com.innogames.staemme
3656,"For example, we share personal information with marketing Providers: We may partner with marketing providers to enhance our promotional activities and reach out to potential customers.",1,air.com.innogames.staemme
3657,"For example, we share personal information with marketing Providers: We may partner with marketing providers to enhance our promotional activities and reach out to potential customers.",31,air.com.innogames.staemme
3658,"These marketing providers may receive your personal information for the purpose of targeting advertisements, conducting promotional campaigns, and measuring their effectiveness.",31,air.com.innogames.staemme
3659,"For example, we share personal information with other Third Parties: In certain circumstances, we may share your personal information with other third parties for purposes beyond those mentioned above.",2,air.com.innogames.staemme
3660,"For example, we share personal information with other Third Parties: In certain circumstances, we may share your personal information with other third parties for purposes beyond those mentioned above.",1,air.com.innogames.staemme
3661,"For example, we share personal information with parties to a Business Transaction:",2,air.com.innogames.staemme
3662,"For example, we share personal information with parties to a Business Transaction:",1,air.com.innogames.staemme
3663,: You have the right to request the following information from us (Section 1798.110 and 1798.115 CCPA): the categories of third parties to whom we disclose personal information.,1,air.com.innogames.staemme
3664,We do not sell your Personal Information.,1,air.com.innogames.staemme
3665,We share your Personal Information with advertising partners to show you ads that might be more interesting to you.,31,air.com.innogames.staemme
3666,We share your Personal Information with advertising partners to show you ads that might be more interesting to you.,1,air.com.innogames.staemme
3667,"All personal information collected by the Company in connection with your use of the Services, including, without limitation, your name, location, email address, pictures, friend connections, messages, comments, login information, IP addresses and other data, may be stored by the Company indefinitely and will be stored in a safe and secure manner.",23,com.taggedapp
3668,"All personal information collected by the Company in connection with your use of the Services, including, without limitation, your name, location, email address, pictures, friend connections, messages, comments, login information, IP addresses and other data, may be stored by the Company indefinitely and will be stored in a safe and secure manner.",25,com.taggedapp
3669,"All personal information collected by the Company in connection with your use of the Services, including, without limitation, your name, location, email address, pictures, friend connections, messages, comments, login information, IP addresses and other data, may be stored by the Company indefinitely and will be stored in a safe and secure manner.",2,com.taggedapp
3670,"All personal information collected by the Company in connection with your use of the Services, including, without limitation, your name, location, email address, pictures, friend connections, messages, comments, login information, IP addresses and other data, may be stored by the Company indefinitely and will be stored in a safe and secure manner.",61,com.taggedapp
3671,"You can contact us using the following contact details: by post: The Meet Group, Inc.,",17,com.taggedapp
3672,"As further described below, we may collect personal information directly from you, from third-party sources, and automatically through your use of our Services.",1,com.taggedapp
3673,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: contact Information.",1,com.taggedapp
3674,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: contact Information.",17,com.taggedapp
3675,"When you contact us, including if you send us a message or sign up to learn more about our Services, we may collect your name, email address, phone number, or other similar identifiers, as well as your message, the nature of your inquiry, and any other information you so choose to provide.",4,com.taggedapp
3676,"When you contact us, including if you send us a message or sign up to learn more about our Services, we may collect your name, email address, phone number, or other similar identifiers, as well as your message, the nature of your inquiry, and any other information you so choose to provide.",16,com.taggedapp
3677,"When you contact us, including if you send us a message or sign up to learn more about our Services, we may collect your name, email address, phone number, or other similar identifiers, as well as your message, the nature of your inquiry, and any other information you so choose to provide.",5,com.taggedapp
3678,"When you contact us, including if you send us a message or sign up to learn more about our Services, we may collect your name, email address, phone number, or other similar identifiers, as well as your message, the nature of your inquiry, and any other information you so choose to provide.",24,com.taggedapp
3679,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: account and Profile Information.",13,com.taggedapp
3680,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: account and Profile Information.",1,com.taggedapp
3681,"When you sign up for an account in connection with our Services, we may collect your name, email address, phone number, address (e.g., zip code), username and password, date of birth, ethnicity, and gender, profile image and photo, and billing address information, as well as any other information provided in connection with creating or maintaining your account, or that you otherwise submit to us through your account.",4,com.taggedapp
3682,"When you sign up for an account in connection with our Services, we may collect your name, email address, phone number, address (e.g., zip code), username and password, date of birth, ethnicity, and gender, profile image and photo, and billing address information, as well as any other information provided in connection with creating or maintaining your account, or that you otherwise submit to us through your account.",5,com.taggedapp
3683,"When you sign up for an account in connection with our Services, we may collect your name, email address, phone number, address (e.g., zip code), username and password, date of birth, ethnicity, and gender, profile image and photo, and billing address information, as well as any other information provided in connection with creating or maintaining your account, or that you otherwise submit to us through your account.",16,com.taggedapp
3684,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: purchases, Payments, and Rewards.",1,com.taggedapp
3685,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: communications and Interactions.",1,com.taggedapp
3686,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: promotional Information.",1,com.taggedapp
3687,"If you agree to receive marketing communications from us, we may collect your name, email address, phone number, preferences, and if relevant, information about your account and profile, including the Services and features you use.",5,com.taggedapp
3688,"If you agree to receive marketing communications from us, we may collect your name, email address, phone number, preferences, and if relevant, information about your account and profile, including the Services and features you use.",58,com.taggedapp
3689,"If you agree to receive marketing communications from us, we may collect your name, email address, phone number, preferences, and if relevant, information about your account and profile, including the Services and features you use.",4,com.taggedapp
3690,"If you agree to receive marketing communications from us, we may collect your name, email address, phone number, preferences, and if relevant, information about your account and profile, including the Services and features you use.",16,com.taggedapp
3691,"If you participate in special activities, offers, programs, or promotions we offer, we may also collect certain contact details, your age, and any other information that may be required by law.",17,com.taggedapp
3692,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: responses and Feedback.",1,com.taggedapp
3693,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: events and Registration Details.",1,com.taggedapp
3694,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: preferences and Other Requests.",1,com.taggedapp
3695,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: business Development Information.",1,com.taggedapp
3696,"To assess and pursue potential business opportunities, we may collect and receive personal information about current, former, and prospective customers, vendors and service providers, business partners, including contact information and other similar identifiers, company and professional information, and communications records.",1,com.taggedapp
3697,"While the personal information we collect varies depending upon your use of our Services and our interactions with you, in general, we may collect the following categories of personal information directly from you: biometric Information Collected with Your Consent for Limited Purposes.",1,com.taggedapp
3698,"We may also collect and receive certain personal information about you from third party sources, such as from business partners, customers and other TMG users, data analytics and marketing providers, operating systems and social media platforms, public databases, and vendors and service providers who provide services or perform functions on our behalf.",1,com.taggedapp
3699,"For example, we may collect your name, contact details, and other similar information from business partners and vendors and service providers for purposes of providing our Services.",17,com.taggedapp
3700,"For example, we may collect your name, contact details, and other similar information from business partners and vendors and service providers for purposes of providing our Services.",5,com.taggedapp
3701,"When you connect to our Services using your social media accounts or other similar integrated services and features, we may collect or receive personal information about you that you have provided to that social media account, service, or feature.",1,com.taggedapp
3702,"For example, we may collect information from your account and profile, such as your name, email, user ID, profile picture, friend list, and other similar information available on your profile.",5,com.taggedapp
3703,"For example, we may collect information from your account and profile, such as your name, email, user ID, profile picture, friend list, and other similar information available on your profile.",4,com.taggedapp
3704,"In doing so, we may collect and receive certain personal information about you, including from other current or prospective TMG users and customers who similarly engage in these activities.",1,com.taggedapp
3705,"For example, we may receive certain personal information from data analytics and marketing providers for purposes of reaching new customers, or from business partners, vendors and service providers for purposes of providing our Services.",1,com.taggedapp
3706,"When you use our Services, we may collect browser type, domain name, page views, access times, date/time stamps, operating system, language, device type, unique ID, Internet service provider, referring and exiting URLs, clickstream data, operating system, language, and similar device and browsing information.",24,com.taggedapp
3707,"We also may collect activity information related to your use of the Services, such as information about the links clicked, searches, features used, items viewed, time spent within the Services, your interactions with us and others within the Services, and other similar activity and usage information.",14,com.taggedapp
3708,"We may also use personal information for purposes of facilitating special events, sweepstakes, contests, and promotions, which may have their own specific rules to participate.",1,com.taggedapp
3709,We may also use personal information to maintain appropriate business records and enforce our policies and procedures.,1,com.taggedapp
3710,"We may disclose the personal information we collect for the purposes described above, to provide you our Services, to respond to and fulfill your requests, as otherwise directed or consented to by you, and with the following recipients: brands, Affiliates, and Subsidiaries.",1,com.taggedapp
3711,"We may disclose the personal information we collect with our brands, corporate affiliates, and subsidiaries.",1,com.taggedapp
3712,"We may disclose the personal information we collect for the purposes described above, to provide you our Services, to respond to and fulfill your requests, as otherwise directed or consented to by you, and with the following recipients: business Partners.",1,com.taggedapp
3713,"In some circumstances, TMG may partner with other businesses to offer its Services, including to facilitate certain programs or special offerings, and we may disclose personal information to those business partners.",1,com.taggedapp
3714,"In some circumstances, TMG may partner with other businesses to offer its Services, including to facilitate certain programs or special offerings, and we may disclose personal information to those business partners.",2,com.taggedapp
3715,"We may disclose the personal information we collect for the purposes described above, to provide you our Services, to respond to and fulfill your requests, as otherwise directed or consented to by you, and with the following recipients: vendors and Services Providers.",1,com.taggedapp
3716,"We may disclose the personal information we collect to vendors and service providers who perform functions on our behalf, such as IT and website hosting, payment processors, marketing and marketing research providers, customer support, data storage, data analytics providers, auditors, consultants, advisors and agents, and legal counsel.",1,com.taggedapp
3717,"We may disclose the personal information we collect for the purposes described above, to provide you our Services, to respond to and fulfill your requests, as otherwise directed or consented to by you, and with the following recipients: other TMG Users.",1,com.taggedapp
3718,"We may disclose the personal information we collect for the purposes described above, to provide you our Services, to respond to and fulfill your requests, as otherwise directed or consented to by you, and with the following recipients: third Party Marketing and Analytics Providers.",1,com.taggedapp
3719,"We may also disclose your personal information, such as device and browsing, and activities and usage information, to third party marketing and data analytics providers, and other companies who provide marketing, advertising, campaign management, or analytics services on our behalf.",28,com.taggedapp
3720,"We may also disclose your personal information, such as device and browsing, and activities and usage information, to third party marketing and data analytics providers, and other companies who provide marketing, advertising, campaign management, or analytics services on our behalf.",1,com.taggedapp
3721,"We may also disclose your personal information, such as device and browsing, and activities and usage information, to third party marketing and data analytics providers, and other companies who provide marketing, advertising, campaign management, or analytics services on our behalf.",14,com.taggedapp
3722,"We may also disclose your personal information, such as device and browsing, and activities and usage information, to third party marketing and data analytics providers, and other companies who provide marketing, advertising, campaign management, or analytics services on our behalf.",2,com.taggedapp
3723,We may also disclose your personal information in the following circumstances: in Support of Business Transfers.,1,com.taggedapp
3724,"If we or our affiliates are or may be acquired by, merged with, or invested in by another company, or if any of our assets are or may be transferred to another company, whether as part of a bankruptcy or insolvency proceeding or otherwise, we may disclose or transfer the personal information we have collected from you with or to the other company in accordance with applicable laws.",1,com.taggedapp
3725,"We may also disclose certain personal information as necessary prior to the completion of such a transaction or other corporate transaction such as a financing or restructuring, to lenders, auditors, and third-party advisors, including attorneys and consultants.",1,com.taggedapp
3726,We may also disclose your personal information in the following circumstances: compliance and Legal Obligations.,1,com.taggedapp
3727,We may also disclose personal information to third parties to the extent required by applicable law and legal obligations.,2,com.taggedapp
3728,We may also disclose personal information to third parties to the extent required by applicable law and legal obligations.,1,com.taggedapp
3729,We may also disclose your personal information in the following circumstances: security and Protection of Rights.,1,com.taggedapp
3730,"For example, we may disclose personal information to prevent, detect, investigate, and respond to fraud, unauthorized activities and access, illegal activities, and misuse of the Services, situations involving potential threats to the health, safety, or legal rights of any person or third party, or enforce, detect, investigate, and take action in response to violations of our Terms and Conditions.",1,com.taggedapp
3731,"We may also disclose personal information related to litigation and other legal claims or proceedings in which we are involved, as well as for our internal accounting, auditing, compliance, recordkeeping, and legal functions.",1,com.taggedapp
3732,We may also disclose your personal information in the following circumstances: other Disclosures.,1,com.taggedapp
3733,"We may disclose personal information in other ways not described above that we notify you of or that we obtain your consent for, or that are otherwise authorized or required by law.",1,com.taggedapp
3734,"We and these third-party ad companies may use cookies, pixels tags, SDKs, and other tools to collect browsing and activity information within our Services (as well as on third-party sites and services), as well as IP address, unique ID, cookie and advertising IDs, and other online identifiers.",24,com.taggedapp
3735,"To confirm whether we are processing their personal information and to obtain a copy of their personal information in a portable and, to the extent technically feasible, readily usable format.",1,com.taggedapp
3736,"To the extent you are a California resident, and we collect ""personal information"" subject to the CCPA, the following applies.",1,com.taggedapp
3737,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: identifiers.",24,com.taggedapp
3738,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: identifiers.",1,com.taggedapp
3739,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: advisors and agents",2,com.taggedapp
3740,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: advisors and agents",1,com.taggedapp
3741,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: affiliates and subsidiaries",2,com.taggedapp
3742,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: affiliates and subsidiaries",19,com.taggedapp
3743,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: affiliates and subsidiaries",1,com.taggedapp
3744,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: other TMG users",1,com.taggedapp
3745,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: other TMG users",2,com.taggedapp
3746,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: data analytics providers",1,com.taggedapp
3747,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: data analytics providers",32,com.taggedapp
3748,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: data analytics providers",2,com.taggedapp
3749,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: advertising networks",31,com.taggedapp
3750,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: advertising networks",2,com.taggedapp
3751,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: advertising networks",1,com.taggedapp
3752,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: social networks",2,com.taggedapp
3753,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: social networks",1,com.taggedapp
3754,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: social networks",111,com.taggedapp
3755,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: internet service providers",2,com.taggedapp
3756,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: internet service providers",1,com.taggedapp
3757,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: operating systems and platforms",1,com.taggedapp
3758,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: operating systems and platforms",2,com.taggedapp
3759,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: regulators, government entities and law enforcement",1,com.taggedapp
3760,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: regulators, government entities and law enforcement",2,com.taggedapp
3761,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: others with your permission or as required by law",2,com.taggedapp
3762,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: others with your permission or as required by law",1,com.taggedapp
3763,"In some circumstances, we may collect account log-in information, payment card information and related details, precise geolocation data, racial or ethnic origin, messages and content shared between users, and personal information collected and analyzed concerning a consumer's health, sex life, or sexual orientation.",18,com.taggedapp
3764,"We generally collect personal information from the following categories of sources: directly or indirectly from you; brands, affiliates and subsidiaries; business partners; vendors and service providers; other TMG users; third-party websites and services; social media platforms and social networking websites; Internet service providers; operating systems and platforms; and marketing and data analytics providers.",1,com.taggedapp
3765,"While we do not disclose personal information to third parties in exchange for monetary compensation, we may ""sell"" or ""share"" the following categories of personal information: identifiers; commercial information; location data; and Internet and network activity information.",1,com.taggedapp
3766,"While we do not disclose personal information to third parties in exchange for monetary compensation, we may ""sell"" or ""share"" the following categories of personal information: identifiers; commercial information; location data; and Internet and network activity information.",15,com.taggedapp
3767,"We do not sell or share sensitive personal information, nor do we sell or share personal information about individuals we know are under age sixteen (16).",1,com.taggedapp
3768,"You have the right to request: the categories or personal information we collected about you; the categories of sources from which the personal information is collected; our business or commercial purposes for collecting, selling, or sharing personal information; the categories of third parties to whom we have disclosed personal information; and a copy of the specific pieces of personal information we have collected about you.",1,com.taggedapp
3769,"Your personal information is collected and retained, and may be disclosed to our business partners, vendors and service providers, and other third parties, as described in this Policy, including in order to administer the Program, for research and analytics purposes, to improve our products and services, to better reach you with more relevant, targeted offers, and to send you TMG news, updates and offers by email, postal mail, and text message (in accordance with your communications preferences).",2,com.taggedapp
3770,"For example, we may share your personal information in the following manner: with other users in the context of features that are social in nature, such as when we disclose your profile information to other users, only to the extent that you choose to disclose such information.",1,com.taggedapp
3771,"For example, we may share your personal information in the following manner: with other users in the context of features that are social in nature, such as when we disclose your profile information to other users, only to the extent that you choose to disclose such information.",13,com.taggedapp
3772,"For example, we may share your personal information in the following manner: with vendors and service providers who perform functions on our behalf (e.g., Customer Care provider).",2,com.taggedapp
3773,"For example, we may share your personal information in the following manner: with vendors and service providers who perform functions on our behalf (e.g., Customer Care provider).",1,com.taggedapp
3774,"For example, we may share your personal information in the following manner: with our brands, corporate affiliates and subsidiaries, such as eHarmony, Inc. and ParshipMeet Group; and",19,com.taggedapp
3775,"For example, we may share your personal information in the following manner: with our brands, corporate affiliates and subsidiaries, such as eHarmony, Inc. and ParshipMeet Group; and",1,com.taggedapp
3776,"For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: with legal, governmental, or judicial authorities as instructed or requested by those authorities or required by applicable laws, or in relation to a legal activity, such as in response to a subpoena or investigation of suspected illicit or illegal activities, or where we believe in good faith that users may be engaged in illicit or illegal activities, or where we are bound by contract or law to enable a network partner to comply with applicable laws.",2,com.taggedapp
3777,"For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: with legal, governmental, or judicial authorities as instructed or requested by those authorities or required by applicable laws, or in relation to a legal activity, such as in response to a subpoena or investigation of suspected illicit or illegal activities, or where we believe in good faith that users may be engaged in illicit or illegal activities, or where we are bound by contract or law to enable a network partner to comply with applicable laws.",1,com.taggedapp
3778,"For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: where we believe doing so is necessary to protect the Services, our rights and property, or the rights, property, and safety of others.",1,com.taggedapp
3779,"For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: with necessary third parties in connection with, or during negotiations for, an acquisition, merger, asset sale, or other similar business transfer that involves all or substantially all of our assets or functions where personal information is transferred or shared as part of the business assets; and",2,com.taggedapp
3780,"For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: with necessary third parties in connection with, or during negotiations for, an acquisition, merger, asset sale, or other similar business transfer that involves all or substantially all of our assets or functions where personal information is transferred or shared as part of the business assets; and",1,com.taggedapp
3781,"For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: as otherwise described in our Privacy Policy; and",1,com.taggedapp
3782,"For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: as otherwise described in our Privacy Policy; and",2,com.taggedapp
3783,"When you sign up for an account in connection with our Services (e.g. for a Tagged account), we may collect your name, email address, phone number, address (e.g., zip code), username and password, date of birth, and gender, sexual orientation, profile image and photo, and billing address information, as well as any other information provided in connection with creating or maintaining your account, or that you otherwise submit to us through your account.",16,com.taggedapp
3784,"When you sign up for an account in connection with our Services (e.g. for a Tagged account), we may collect your name, email address, phone number, address (e.g., zip code), username and password, date of birth, and gender, sexual orientation, profile image and photo, and billing address information, as well as any other information provided in connection with creating or maintaining your account, or that you otherwise submit to us through your account.",4,com.taggedapp
3785,"When you sign up for an account in connection with our Services (e.g. for a Tagged account), we may collect your name, email address, phone number, address (e.g., zip code), username and password, date of birth, and gender, sexual orientation, profile image and photo, and billing address information, as well as any other information provided in connection with creating or maintaining your account, or that you otherwise submit to us through your account.",5,com.taggedapp
3786,"When registering/logging in via telephone authentication we offer to authenticate by your mobile number, therefore you must provide us with your mobile phone number.",16,com.taggedapp
3787,"We may also collect and receive certain personal information about you from third-party sources, such as from business partners especially when using app store providers for purchases, other TMG users, data analytics and marketing providers, operating systems and social media platforms especially when using the above described login functions, , In addition, we may collect the following information from third-party sources: social Media and Platform Registration Information.",1,com.taggedapp
3788,"We may also collect and receive certain personal information about you from third-party sources, such as from business partners especially when using app store providers for purchases, other TMG users, data analytics and marketing providers, operating systems and social media platforms especially when using the above described login functions, , In addition, we may collect the following information from third-party sources: referral Information.",1,com.taggedapp
3789,"We may disclose the personal information we collect for the purposes described above, to provide you our Services, to respond to and fulfill your requests, as otherwise directed or consented to by you, and with the following recipients: third-Party Marketing and Analytics Providers.",1,com.taggedapp
3790,"We may also disclose your personal information, such as device and browsing, and activities and usage information, to third-party marketing and data analytics providers, and other companies who provide marketing, advertising, campaign management, or analytics services on our behalf.",28,com.taggedapp
3791,"We may also disclose your personal information, such as device and browsing, and activities and usage information, to third-party marketing and data analytics providers, and other companies who provide marketing, advertising, campaign management, or analytics services on our behalf.",2,com.taggedapp
3792,"We may also disclose your personal information, such as device and browsing, and activities and usage information, to third-party marketing and data analytics providers, and other companies who provide marketing, advertising, campaign management, or analytics services on our behalf.",14,com.taggedapp
